2018-12-18 10:33:38, INFO, 125.120.162.234, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-12-18 10:33:38, INFO, 125.120.162.234, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[16]------ =====签名报文开始====== 
2018-12-18 10:33:38, INFO, 125.120.162.234, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://www.zhejiangart.com.cn/unionchargepay/BackReceive.php&bizType=000201&certId=73944830873&channelType=08&currencyCode=156&defaultPayType=0001&encoding=utf-8&frontUrl=http://www.zhejiangart.com.cn/unionchargepay/FrontReceive.php&merId=310420173990262&orderId=MS201812181033374662&reqReserved= 透传信息&signMethod=01&txnAmt=1&txnSubType=01&txnTime=20181218103338&txnType=01&version=5.0.0 
2018-12-18 10:33:38, INFO, 125.120.162.234, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[25]------ 摘要sha1x16 >7d8daa969f60736f063de3baf57dce2eb05f76ac 
2018-12-18 10:33:38, INFO, 125.120.162.234, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[33]------ 签名串为 >jTWHPrkIGvV5imvQ9KNVrMBEI6ZCvS8PydiOZefmAlmW+JVLbjaKfFDwc9fODkp5bRoQFbl6n5bL3z9GKZmd+tmoFarFrhs9vGwCXDevvcLF+xrTU4Jrd1tQvAXUkq+2GU6vCOP1Ei5mhlOikqhyrBzTG45qgx3Q9CeXJ8W6DorXE7wb/PsSRLmI3fQO+uxYdOG9v5RAYbQLuDNenqtDiNRMoXiIJ1AD9g0Sp2VCR2P3sBx+Xy/k/BLOi8a7XlvQZgQIVUDLDpG2LbRNMR94yPuf2W8zTWh53h5ONhuQZdpSgn9MHRNOh5edHSaEYTouA42r+28/BM/SGj4or+3GPQ== 
2018-12-18 10:33:38, INFO, 125.120.162.234, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[38]------ =====签名报文结束====== 
2018-12-18 10:33:38, INFO, 125.120.162.234, File[ E:\msw\unionchargepay\pay.php ], Line[82]------ 前台请求地址为>https://gateway.95516.com/gateway/api/frontTransReq.do 
2018-12-18 10:34:38, INFO, 101.91.60.108, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-12-18 10:34:38, INFO, 101.91.60.108, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[16]------ =====签名报文开始====== 
2018-12-18 10:34:38, INFO, 101.91.60.108, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://www.zhejiangart.com.cn/unionchargepay/BackReceive.php&bizType=000201&certId=73944830873&channelType=08&currencyCode=156&defaultPayType=0001&encoding=utf-8&frontUrl=http://www.zhejiangart.com.cn/unionchargepay/FrontReceive.php&merId=310420173990262&orderId=MS201812181033374662&reqReserved= 透传信息&signMethod=01&txnAmt=1&txnSubType=01&txnTime=20181218103438&txnType=01&version=5.0.0 
2018-12-18 10:34:38, INFO, 101.91.60.108, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[25]------ 摘要sha1x16 >276db94e4fe288499d0622d7aabd43cb00e8d59d 
